sale_date,medicine_name,manufacturer,storage_condition,quantity_sold,temperature,flu_season,rain,Unit_type
18/12/2022,Coldrex,GSK,Room temperature,6165,18.05,1,0,hộp
18/12/2022,Ibuprofen 200mg,Traphaco,Room temperature,5942,16.74,1,1,hộp
18/12/2022,Loratadine 10mg,Sanofi,Room temperature,3113,16.86,1,0,hộp
18/12/2022,Omeprazole 20mg,STADA,Room temperature,3142,18.25,1,0,hộp
18/12/2022,Paracetamol 500mg,DHG Pharma,Room temperature,7087,17.62,1,0,hộp
18/12/2022,Salbutamol inhaler,GSK,Cool place,2830,18.75,1,0,chai
18/12/2022,Salonpas,Hisamitsu,Dry place,7886,18.41,1,0,gói
18/12/2022,Smecta,Ipsen,Dry place,4463,18.55,1,0,gói
18/12/2022,Thuốc ho Prospan,Engelhard,Cool place,5026,18.55,1,0,chai
18/12/2022,V-Rohto,Rohto,Cool place,6117,17.92,1,0,chai
18/12/2022,Vitamin C 500mg,DHG Pharma,Room temperature,8215,18.08,1,0,hộp
18/12/2022,Vitamin D3 1000 IU,Nature Made,Room temperature,3737,18.49,1,0,lọ
18/12/2022,Xịt mũi Nazal,Nam Ha Pharma,Cool place,6210,17.98,1,0,chai
19/12/2022,Acetylcysteine syrup,DHG Pharma,Cool place,2646,18.00,1,0,chai
19/12/2022,Amoxicillin-Clavulanate,Glomed,Room temperature,1894,18.00,1,0,hộp
19/12/2022,Coldrex,GSK,Room temperature,6155,18.11,1,0,hộp
19/12/2022,Ibuprofen 200mg,Traphaco,Room temperature,5954,16.67,1,0,hộp
19/12/2022,Loratadine 10mg,Sanofi,Room temperature,3118,16.78,1,1,hộp
19/12/2022,Omeprazole 20mg,STADA,Room temperature,3150,18.22,1,0,hộp
19/12/2022,Paracetamol 500mg,DHG Pharma,Room temperature,7080,17.56,1,1,hộp
19/12/2022,Salbutamol inhaler,GSK,Cool place,2841,18.56,1,1,chai
19/12/2022,Salonpas,Hisamitsu,Dry place,7888,18.44,1,0,gói
19/12/2022,Smecta,Ipsen,Dry place,4469,18.56,1,0,gói
19/12/2022,Thuốc ho Prospan,Engelhard,Cool place,5022,18.56,1,0,chai
19/12/2022,V-Rohto,Rohto,Cool place,6127,17.89,1,1,chai
19/12/2022,Vitamin C 500mg,DHG Pharma,Room temperature,8212,18.11,1,0,hộp
19/12/2022,Vitamin D3 1000 IU,Nature Made,Room temperature,3740,18.56,1,0,lọ
19/12/2022,Xịt mũi Nazal,Nam Ha Pharma,Cool place,6208,18.00,1,0,chai
20/12/2022,Acetylcysteine syrup,DHG Pharma,Cool place,2652,17.96,1,0,chai
20/12/2022,Amoxicillin-Clavulanate,Glomed,Room temperature,1897,18.02,1,0,hộp
20/12/2022,Coldrex,GSK,Room temperature,6165,18.14,1,0,hộp
20/12/2022,Ibuprofen 200mg,Traphaco,Room temperature,5946,16.73,1,0,hộp
20/12/2022,Loratadine 10mg,Sanofi,Room temperature,3117,16.78,1,1,hộp
20/12/2022,Omeprazole 20mg,STADA,Room temperature,3163,18.15,1,0,hộp
20/12/2022,Paracetamol 500mg,DHG Pharma,Room temperature,7093,17.62,1,1,hộp
20/12/2022,Salbutamol inhaler,GSK,Cool place,2856,18.37,1,0,chai
20/12/2022,Salonpas,Hisamitsu,Dry place,7881,18.38,1,0,gói
20/12/2022,Smecta,Ipsen,Dry place,4474,18.49,1,1,gói
20/12/2022,Thuốc ho Prospan,Engelhard,Cool place,5023,18.46,1,0,chai
20/12/2022,V-Rohto,Rohto,Cool place,6129,17.87,1,1,chai
20/12/2022,Vitamin C 500mg,DHG Pharma,Room temperature,8229,18.09,1,1,hộp
20/12/2022,Vitamin D3 1000 IU,Nature Made,Room temperature,3745,18.46,1,0,lọ
20/12/2022,Xịt mũi Nazal,Nam Ha Pharma,Cool place,6232,17.98,1,0,chai
21/12/2022,Acetylcysteine syrup,DHG Pharma,Cool place,2657,17.85,1,1,chai
21/12/2022,Amoxicillin-Clavulanate,Glomed,Room temperature,1906,18.07,1,1,hộp
21/12/2022,Coldrex,GSK,Room temperature,6191,18.16,1,0,hộp
21/12/2022,Ibuprofen 200mg,Traphaco,Room temperature,5923,16.91,1,0,hộp
21/12/2022,Loratadine 10mg,Sanofi,Room temperature,3115,16.78,1,0,hộp
21/12/2022,Omeprazole 20mg,STADA,Room temperature,3182,17.99,1,0,hộp
21/12/2022,Paracetamol 500mg,DHG Pharma,Room temperature,7127,17.80,1,0,hộp
21/12/2022,Salbutamol inhaler,GSK,Cool place,2876,18.17,1,0,chai
21/12/2022,Salonpas,Hisamitsu,Dry place,7860,18.22,1,0,gói
21/12/2022,Smecta,Ipsen,Dry place,4478,18.31,1,1,gói
21/12/2022,Thuốc ho Prospan,Engelhard,Cool place,5026,18.20,1,0,chai
21/12/2022,V-Rohto,Rohto,Cool place,6131,17.85,1,0,chai
21/12/2022,Vitamin C 500mg,DHG Pharma,Room temperature,8274,18.05,1,0,hộp
21/12/2022,Vitamin D3 1000 IU,Nature Made,Room temperature,3752,18.23,1,1,lọ
21/12/2022,Xịt mũi Nazal,Nam Ha Pharma,Cool place,6296,17.92,1,0,chai
22/12/2022,Acetylcysteine syrup,DHG Pharma,Cool place,2662,17.70,1,1,chai
22/12/2022,Amoxicillin-Clavulanate,Glomed,Room temperature,1917,18.13,1,1,hộp
22/12/2022,Coldrex,GSK,Room temperature,6227,18.18,1,0,hộp
22/12/2022,Ibuprofen 200mg,Traphaco,Room temperature,5887,17.15,1,0,hộp
22/12/2022,Loratadine 10mg,Sanofi,Room temperature,3112,16.78,1,0,hộp
22/12/2022,Omeprazole 20mg,STADA,Room temperature,3205,17.80,1,0,hộp
22/12/2022,Paracetamol 500mg,DHG Pharma,Room temperature,7174,18.04,1,1,hộp
22/12/2022,Salbutamol inhaler,GSK,Cool place,2899,17.96,1,0,chai
22/12/2022,Salonpas,Hisamitsu,Dry place,7827,18.01,1,0,gói
22/12/2022,Smecta,Ipsen,Dry place,4482,18.07,1,0,gói
22/12/2022,Thuốc ho Prospan,Engelhard,Cool place,5030,17.86,1,0,chai
22/12/2022,V-Rohto,Rohto,Cool place,6132,17.84,1,1,chai
22/12/2022,Vitamin C 500mg,DHG Pharma,Room temperature,8336,17.98,1,0,hộp
22/12/2022,Vitamin D3 1000 IU,Nature Made,Room temperature,3761,17.90,1,0,lọ
22/12/2022,Xịt mũi Nazal,Nam Ha Pharma,Cool place,6384,17.84,1,1,chai
23/12/2022,Acetylcysteine syrup,DHG Pharma,Cool place,2667,17.53,1,0,chai
23/12/2022,Amoxicillin-Clavulanate,Glomed,Room temperature,1930,18.20,1,0,hộp
23/12/2022,Coldrex,GSK,Room temperature,6267,18.20,1,0,hộp
23/12/2022,Ibuprofen 200mg,Traphaco,Room temperature,5841,17.41,1,0,hộp
23/12/2022,Loratadine 10mg,Sanofi,Room temperature,3107,16.78,1,0,hộp
23/12/2022,Omeprazole 20mg,STADA,Room temperature,3228,17.59,1,1,hộp
23/12/2022,Paracetamol 500mg,DHG Pharma,Room temperature,7226,18.30,1,0,hộp
23/12/2022,Salbutamol inhaler,GSK,Cool place,2922,17.76,1,1,chai
23/12/2022,Salonpas,Hisamitsu,Dry place,7784,17.77,1,0,gói
23/12/2022,Smecta,Ipsen,Dry place,4485,17.81,1,1,gói
23/12/2022,Thuốc ho Prospan,Engelhard,Cool place,5035,17.48,1,0,chai
23/12/2022,V-Rohto,Rohto,Cool place,6133,17.83,1,0,chai
23/12/2022,Vitamin C 500mg,DHG Pharma,Room temperature,8404,17.91,1,0,hộp
23/12/2022,Vitamin D3 1000 IU,Nature Made,Room temperature,3769,17.54,1,0,lọ
23/12/2022,Xịt mũi Nazal,Nam Ha Pharma,Cool place,6481,17.74,1,1,chai
24/12/2022,Acetylcysteine syrup,DHG Pharma,Cool place,2670,17.36,1,1,chai
24/12/2022,Amoxicillin-Clavulanate,Glomed,Room temperature,1941,18.27,1,1,hộp
24/12/2022,Coldrex,GSK,Room temperature,6303,18.21,1,0,hộp
24/12/2022,Ibuprofen 200mg,Traphaco,Room temperature,5787,17.65,1,1,hộp
24/12/2022,Loratadine 10mg,Sanofi,Room temperature,3101,16.78,1,0,hộp
24/12/2022,Omeprazole 20mg,STADA,Room temperature,3249,17.41,1,0,hộp
24/12/2022,Paracetamol 500mg,DHG Pharma,Room temperature,7273,18.54,1,1,hộp
24/12/2022,Salbutamol inhaler,GSK,Cool place,2943,17.60,1,0,chai
24/12/2022,Salonpas,Hisamitsu,Dry place,7732,17.55,1,0,gói
24/12/2022,Smecta,Ipsen,Dry place,4488,17.58,1,1,gói
24/12/2022,Thuốc ho Prospan,Engelhard,Cool place,5039,17.13,1,1,chai
24/12/2022,V-Rohto,Rohto,Cool place,6134,17.82,1,0,chai
24/12/2022,Vitamin C 500mg,DHG Pharma,Room temperature,8467,17.84,1,1,hộp
24/12/2022,Vitamin D3 1000 IU,Nature Made,Room temperature,3777,17.22,1,0,lọ
24/12/2022,Xịt mũi Nazal,Nam Ha Pharma,Cool place,6572,17.64,1,0,chai
25/12/2022,Acetylcysteine syrup,DHG Pharma,Cool place,2672,17.21,1,1,chai
25/12/2022,Amoxicillin-Clavulanate,Glomed,Room temperature,1950,18.31,1,1,hộp
25/12/2022,Coldrex,GSK,Room temperature,6330,18.22,1,0,hộp
25/12/2022,Ibuprofen 200mg,Traphaco,Room temperature,5727,17.82,1,0,hộp
25/12/2022,Loratadine 10mg,Sanofi,Room temperature,3094,16.78,1,0,hộp
25/12/2022,Omeprazole 20mg,STADA,Room temperature,3263,17.27,1,0,hộp
25/12/2022,Paracetamol 500mg,DHG Pharma,Room temperature,7308,18.71,1,0,hộp
25/12/2022,Salbutamol inhaler,GSK,Cool place,2957,17.49,1,1,chai
25/12/2022,Salonpas,Hisamitsu,Dry place,7674,17.39,1,0,gói
25/12/2022,Smecta,Ipsen,Dry place,4489,17.40,1,1,gói
25/12/2022,Thuốc ho Prospan,Engelhard,Cool place,5042,16.88,1,1,chai
25/12/2022,V-Rohto,Rohto,Cool place,6135,17.80,1,1,chai
25/12/2022,Vitamin C 500mg,DHG Pharma,Room temperature,8513,17.80,1,0,hộp
25/12/2022,Vitamin D3 1000 IU,Nature Made,Room temperature,3783,16.98,1,0,lọ
25/12/2022,Xịt mũi Nazal,Nam Ha Pharma,Cool place,6639,17.53,1,0,chai
26/12/2022,Acetylcysteine syrup,DHG Pharma,Cool place,2673,17.11,1,1,chai
26/12/2022,Amoxicillin-Clavulanate,Glomed,Room temperature,1953,18.33,1,0,hộp
26/12/2022,Coldrex,GSK,Room temperature,6340,18.22,1,0,hộp
26/12/2022,Ibuprofen 200mg,Traphaco,Room temperature,5663,17.89,1,0,hộp
26/12/2022,Loratadine 10mg,Sanofi,Room temperature,3086,16.78,1,1,hộp
26/12/2022,Omeprazole 20mg,STADA,Room temperature,3269,17.22,1,0,hộp
26/12/2022,Paracetamol 500mg,DHG Pharma,Room temperature,7322,18.78,1,1,hộp
26/12/2022,Salbutamol inhaler,GSK,Cool place,2963,17.44,1,0,chai
26/12/2022,Salonpas,Hisamitsu,Dry place,7610,17.33,1,0,gói
26/12/2022,Smecta,Ipsen,Dry place,4490,17.33,1,0,gói
26/12/2022,Thuốc ho Prospan,Engelhard,Cool place,5043,16.78,1,0,chai
26/12/2022,V-Rohto,Rohto,Cool place,6135,17.78,1,0,chai
26/12/2022,Vitamin C 500mg,DHG Pharma,Room temperature,8531,17.78,1,1,hộp
26/12/2022,Vitamin D3 1000 IU,Nature Made,Room temperature,3785,16.89,1,0,lọ
26/12/2022,Xịt mũi Nazal,Nam Ha Pharma,Cool place,6665,17.44,1,1,chai
27/12/2022,Acetylcysteine syrup,DHG Pharma,Cool place,2644,17.04,1,1,chai
27/12/2022,Amoxicillin-Clavulanate,Glomed,Room temperature,1927,18.31,1,0,hộp
27/12/2022,Coldrex,GSK,Room temperature,6291,18.20,1,0,hộp
27/12/2022,Ibuprofen 200mg,Traphaco,Room temperature,5555,17.86,1,0,hộp
27/12/2022,Loratadine 10mg,Sanofi,Room temperature,3044,16.78,1,0,hộp
27/12/2022,Omeprazole 20mg,STADA,Room temperature,3229,17.33,1,0,hộp
27/12/2022,Paracetamol 500mg,DHG Pharma,Room temperature,7228,18.73,1,0,hộp
27/12/2022,Salbutamol inhaler,GSK,Cool place,2922,17.46,1,0,chai
27/12/2022,Salonpas,Hisamitsu,Dry place,7488,17.34,1,0,gói
27/12/2022,Smecta,Ipsen,Dry place,4432,17.37,1,1,gói
27/12/2022,Thuốc ho Prospan,Engelhard,Cool place,4981,16.87,1,1,chai
27/12/2022,V-Rohto,Rohto,Cool place,6049,17.70,1,1,chai
27/12/2022,Vitamin C 500mg,DHG Pharma,Room temperature,8409,17.81,1,0,hộp
27/12/2022,Vitamin D3 1000 IU,Nature Made,Room temperature,3776,17.01,1,1,lọ
27/12/2022,Xịt mũi Nazal,Nam Ha Pharma,Cool place,6589,17.36,1,0,chai
28/12/2022,Acetylcysteine syrup,DHG Pharma,Cool place,2571,16.97,1,0,chai
28/12/2022,Amoxicillin-Clavulanate,Glomed,Room temperature,1862,18.26,1,0,hộp
28/12/2022,Coldrex,GSK,Room temperature,6166,18.14,1,1,hộp
28/12/2022,Ibuprofen 200mg,Traphaco,Room temperature,5384,17.78,1,0,hộp
28/12/2022,Loratadine 10mg,Sanofi,Room temperature,2952,16.80,1,1,hộp
28/12/2022,Omeprazole 20mg,STADA,Room temperature,3128,17.62,1,0,hộp
28/12/2022,Paracetamol 500mg,DHG Pharma,Room temperature,6991,18.60,1,0,hộp
28/12/2022,Salbutamol inhaler,GSK,Cool place,2818,17.49,1,1,chai
28/12/2022,Salonpas,Hisamitsu,Dry place,7282,17.36,1,0,gói
28/12/2022,Smecta,Ipsen,Dry place,4286,17.48,1,1,gói
28/12/2022,Thuốc ho Prospan,Engelhard,Cool place,4824,17.12,1,1,chai
28/12/2022,V-Rohto,Rohto,Cool place,5834,17.53,1,0,chai
28/12/2022,Vitamin C 500mg,DHG Pharma,Room temperature,8101,17.89,1,1,hộp
28/12/2022,Vitamin D3 1000 IU,Nature Made,Room temperature,3753,17.31,1,0,lọ
28/12/2022,Xịt mũi Nazal,Nam Ha Pharma,Cool place,6397,17.25,1,0,chai
29/12/2022,Acetylcysteine syrup,DHG Pharma,Cool place,2474,16.91,1,0,chai
29/12/2022,Amoxicillin-Clavulanate,Glomed,Room temperature,1777,18.18,1,0,hộp
29/12/2022,Coldrex,GSK,Room temperature,5998,18.06,1,0,hộp
29/12/2022,Ibuprofen 200mg,Traphaco,Room temperature,5182,17.67,1,0,hộp
29/12/2022,Loratadine 10mg,Sanofi,Room temperature,2834,16.83,1,0,hộp
29/12/2022,Omeprazole 20mg,STADA,Room temperature,2995,18.01,1,0,hộp
29/12/2022,Paracetamol 500mg,DHG Pharma,Room temperature,6679,18.43,1,1,hộp
29/12/2022,Salbutamol inhaler,GSK,Cool place,2681,17.53,1,0,chai
29/12/2022,Salonpas,Hisamitsu,Dry place,7033,17.38,1,0,gói
29/12/2022,Smecta,Ipsen,Dry place,4094,17.62,1,0,gói
29/12/2022,Thuốc ho Prospan,Engelhard,Cool place,4618,17.46,1,0,chai
29/12/2022,V-Rohto,Rohto,Cool place,5552,17.31,1,0,chai
29/12/2022,Vitamin C 500mg,DHG Pharma,Room temperature,7692,18.00,1,0,hộp
29/12/2022,Vitamin D3 1000 IU,Nature Made,Room temperature,3719,17.72,1,0,lọ
29/12/2022,Xịt mũi Nazal,Nam Ha Pharma,Cool place,6142,17.15,1,0,chai
30/12/2022,Acetylcysteine syrup,DHG Pharma,Cool place,2371,16.86,1,0,chai
30/12/2022,Amoxicillin-Clavulanate,Glomed,Room temperature,1688,18.09,1,1,hộp
30/12/2022,Coldrex,GSK,Room temperature,5818,17.96,1,0,hộp
30/12/2022,Ibuprofen 200mg,Traphaco,Room temperature,4981,17.55,1,0,hộp
30/12/2022,Loratadine 10mg,Sanofi,Room temperature,2712,16.87,1,0,hộp
30/12/2022,Omeprazole 20mg,STADA,Room temperature,2857,18.44,1,1,hộp
30/12/2022,Paracetamol 500mg,DHG Pharma,Room temperature,6351,18.24,1,0,hộp
30/12/2022,Salbutamol inhaler,GSK,Cool place,2540,17.58,1,0,chai
30/12/2022,Salonpas,Hisamitsu,Dry place,6778,17.40,1,1,gói
30/12/2022,Smecta,Ipsen,Dry place,3895,17.78,1,1,gói
30/12/2022,Thuốc ho Prospan,Engelhard,Cool place,4403,17.83,1,1,chai
30/12/2022,V-Rohto,Rohto,Cool place,5261,17.08,1,1,chai
30/12/2022,Vitamin C 500mg,DHG Pharma,Room temperature,7263,18.11,1,0,hộp
30/12/2022,Vitamin D3 1000 IU,Nature Made,Room temperature,3677,18.17,1,1,lọ
30/12/2022,Xịt mũi Nazal,Nam Ha Pharma,Cool place,5873,17.05,1,1,chai
31/12/2022,Acetylcysteine syrup,DHG Pharma,Cool place,2280,16.82,1,0,chai
31/12/2022,Amoxicillin-Clavulanate,Glomed,Room temperature,1611,18.00,1,0,hộp
31/12/2022,Coldrex,GSK,Room temperature,5654,17.86,1,1,hộp
31/12/2022,Ibuprofen 200mg,Traphaco,Room temperature,4804,17.44,1,0,hộp
31/12/2022,Loratadine 10mg,Sanofi,Room temperature,2605,16.91,1,0,hộp
31/12/2022,Omeprazole 20mg,STADA,Room temperature,2736,18.83,1,0,hộp
31/12/2022,Paracetamol 500mg,DHG Pharma,Room temperature,6061,18.07,1,0,hộp
31/12/2022,Salbutamol inhaler,GSK,Cool place,2418,17.62,1,0,chai
31/12/2022,Salonpas,Hisamitsu,Dry place,6552,17.42,1,1,gói
31/12/2022,Smecta,Ipsen,Dry place,3721,17.93,1,1,gói
31/12/2022,Thuốc ho Prospan,Engelhard,Cool place,4215,18.17,1,1,chai
31/12/2022,V-Rohto,Rohto,Cool place,5006,16.88,1,0,chai
31/12/2022,Vitamin C 500mg,DHG Pharma,Room temperature,6879,18.22,1,1,hộp
31/12/2022,Vitamin D3 1000 IU,Nature Made,Room temperature,3632,18.58,1,0,lọ
31/12/2022,Xịt mũi Nazal,Nam Ha Pharma,Cool place,5633,16.97,1,0,chai
01/01/2023,Acetylcysteine syrup,DHG Pharma,Cool place,2213,16.79,1,0,chai
01/01/2023,Amoxicillin-Clavulanate,Glomed,Room temperature,1557,17.93,1,0,hộp
01/01/2023,Coldrex,GSK,Room temperature,5530,17.76,1,0,hộp
01/01/2023,Ibuprofen 200mg,Traphaco,Room temperature,4675,17.36,1,0,hộp
01/01/2023,Loratadine 10mg,Sanofi,Room temperature,2530,16.95,1,0,hộp
01/01/2023,Omeprazole 20mg,STADA,Room temperature,2650,19.11,1,1,hộp
01/01/2023,Paracetamol 500mg,DHG Pharma,Room temperature,5852,17.94,1,1,hộp
01/01/2023,Salbutamol inhaler,GSK,Cool place,2332,17.65,1,0,chai
01/01/2023,Salonpas,Hisamitsu,Dry place,6383,17.44,1,1,gói
01/01/2023,Smecta,Ipsen,Dry place,3598,18.05,1,0,gói
01/01/2023,Thuốc ho Prospan,Engelhard,Cool place,4082,18.44,1,0,chai
01/01/2023,V-Rohto,Rohto,Cool place,4828,16.72,1,1,chai
01/01/2023,Vitamin C 500mg,DHG Pharma,Room temperature,6591,18.30,1,0,hộp
01/01/2023,Vitamin D3 1000 IU,Nature Made,Room temperature,3586,18.88,1,0,lọ
01/01/2023,Xịt mũi Nazal,Nam Ha Pharma,Cool place,5458,16.91,1,1,chai
02/01/2023,Acetylcysteine syrup,DHG Pharma,Cool place,2183,16.78,1,0,chai
02/01/2023,Amoxicillin-Clavulanate,Glomed,Room temperature,1536,17.89,1,0,hộp
02/01/2023,Coldrex,GSK,Room temperature,5471,17.67,1,1,hộp
02/01/2023,Ibuprofen 200mg,Traphaco,Room temperature,4613,17.33,1,1,hộp
02/01/2023,Loratadine 10mg,Sanofi,Room temperature,2502,17.00,1,0,hộp
02/01/2023,Omeprazole 20mg,STADA,Room temperature,2618,19.22,1,0,hộp
02/01/2023,Paracetamol 500mg,DHG Pharma,Room temperature,5760,17.89,1,0,hộp
02/01/2023,Salbutamol inhaler,GSK,Cool place,2299,17.67,1,0,chai
02/01/2023,Salonpas,Hisamitsu,Dry place,6297,17.44,1,0,gói
02/01/2023,Smecta,Ipsen,Dry place,3552,18.11,1,0,gói
02/01/2023,Thuốc ho Prospan,Engelhard,Cool place,4032,18.56,1,0,chai
02/01/2023,V-Rohto,Rohto,Cool place,4761,16.67,1,0,chai
02/01/2023,Vitamin C 500mg,DHG Pharma,Room temperature,6444,18.33,1,0,hộp
02/01/2023,Vitamin D3 1000 IU,Nature Made,Room temperature,3543,19.00,1,1,lọ
02/01/2023,Xịt mũi Nazal,Nam Ha Pharma,Cool place,5379,16.89,1,0,chai
03/01/2023,Acetylcysteine syrup,DHG Pharma,Cool place,2177,16.81,1,0,chai
03/01/2023,Amoxicillin-Clavulanate,Glomed,Room temperature,1538,17.87,1,0,hộp
03/01/2023,Coldrex,GSK,Room temperature,5452,17.58,1,0,hộp
03/01/2023,Ibuprofen 200mg,Traphaco,Room temperature,4594,17.42,1,0,hộp
03/01/2023,Loratadine 10mg,Sanofi,Room temperature,2502,17.06,1,0,hộp
03/01/2023,Omeprazole 20mg,STADA,Room temperature,2626,19.16,1,1,hộp
03/01/2023,Paracetamol 500mg,DHG Pharma,Room temperature,5742,17.89,1,1,hộp
03/01/2023,Salbutamol inhaler,GSK,Cool place,2301,17.65,1,1,chai
03/01/2023,Salonpas,Hisamitsu,Dry place,6266,17.44,1,1,gói
03/01/2023,Smecta,Ipsen,Dry place,3557,18.13,1,0,gói
03/01/2023,Thuốc ho Prospan,Engelhard,Cool place,4033,18.58,1,0,chai
03/01/2023,V-Rohto,Rohto,Cool place,4767,16.74,1,0,chai
03/01/2023,Vitamin C 500mg,DHG Pharma,Room temperature,6386,18.26,1,0,hộp
03/01/2023,Vitamin D3 1000 IU,Nature Made,Room temperature,3494,18.99,1,0,lọ
03/01/2023,Xịt mũi Nazal,Nam Ha Pharma,Cool place,5361,16.95,1,0,chai
04/01/2023,Acetylcysteine syrup,DHG Pharma,Cool place,2173,16.90,1,1,chai
04/01/2023,Amoxicillin-Clavulanate,Glomed,Room temperature,1544,17.85,1,1,hộp
04/01/2023,Coldrex,GSK,Room temperature,5436,17.48,1,0,hộp
04/01/2023,Ibuprofen 200mg,Traphaco,Room temperature,4580,17.64,1,0,hộp
04/01/2023,Loratadine 10mg,Sanofi,Room temperature,2502,17.13,1,1,hộp
04/01/2023,Omeprazole 20mg,STADA,Room temperature,2646,19.00,1,0,hộp
04/01/2023,Paracetamol 500mg,DHG Pharma,Room temperature,5726,17.89,1,1,hộp
04/01/2023,Salbutamol inhaler,GSK,Cool place,2307,17.61,1,0,chai
04/01/2023,Salonpas,Hisamitsu,Dry place,6242,17.42,1,0,gói
04/01/2023,Smecta,Ipsen,Dry place,3568,18.15,1,0,gói
04/01/2023,Thuốc ho Prospan,Engelhard,Cool place,4036,18.60,1,1,chai
04/01/2023,V-Rohto,Rohto,Cool place,4784,16.93,1,1,chai
04/01/2023,Vitamin C 500mg,DHG Pharma,Room temperature,6335,18.07,1,0,hộp
04/01/2023,Vitamin D3 1000 IU,Nature Made,Room temperature,3432,18.95,1,0,lọ
04/01/2023,Xịt mũi Nazal,Nam Ha Pharma,Cool place,5345,17.11,1,1,chai
05/01/2023,Acetylcysteine syrup,DHG Pharma,Cool place,2170,17.02,1,0,chai
05/01/2023,Amoxicillin-Clavulanate,Glomed,Room temperature,1552,17.84,1,0,hộp
05/01/2023,Coldrex,GSK,Room temperature,5422,17.37,1,0,hộp
05/01/2023,Ibuprofen 200mg,Traphaco,Room temperature,4568,17.95,1,1,hộp
05/01/2023,Loratadine 10mg,Sanofi,Room temperature,2503,17.22,1,0,hộp
05/01/2023,Omeprazole 20mg,STADA,Room temperature,2673,18.78,1,0,hộp
05/01/2023,Paracetamol 500mg,DHG Pharma,Room temperature,5713,17.89,1,0,hộp
05/01/2023,Salbutamol inhaler,GSK,Cool place,2315,17.54,1,0,chai
05/01/2023,Salonpas,Hisamitsu,Dry place,6223,17.40,1,0,gói
05/01/2023,Smecta,Ipsen,Dry place,3585,18.16,1,0,gói
05/01/2023,Thuốc ho Prospan,Engelhard,Cool place,4040,18.61,1,0,chai
05/01/2023,V-Rohto,Rohto,Cool place,4806,17.19,1,0,chai
05/01/2023,Vitamin C 500mg,DHG Pharma,Room temperature,6291,17.81,1,0,hộp
05/01/2023,Vitamin D3 1000 IU,Nature Made,Room temperature,3366,18.89,1,0,lọ
05/01/2023,Xịt mũi Nazal,Nam Ha Pharma,Cool place,5332,17.33,1,0,chai
06/01/2023,Acetylcysteine syrup,DHG Pharma,Cool place,2167,17.17,1,0,chai
06/01/2023,Amoxicillin-Clavulanate,Glomed,Room temperature,1561,17.83,1,1,hộp
06/01/2023,Coldrex,GSK,Room temperature,5411,17.27,1,0,hộp
06/01/2023,Ibuprofen 200mg,Traphaco,Room temperature,4558,18.28,1,1,hộp
06/01/2023,Loratadine 10mg,Sanofi,Room temperature,2503,17.31,1,0,hộp
06/01/2023,Omeprazole 20mg,STADA,Room temperature,2704,18.55,1,0,hộp
06/01/2023,Paracetamol 500mg,DHG Pharma,Room temperature,5703,17.89,1,1,hộp
06/01/2023,Salbutamol inhaler,GSK,Cool place,2326,17.47,1,0,chai
06/01/2023,Salonpas,Hisamitsu,Dry place,6207,17.38,1,1,gói
06/01/2023,Smecta,Ipsen,Dry place,3604,18.17,1,0,gói
06/01/2023,Thuốc ho Prospan,Engelhard,Cool place,4046,18.62,1,0,chai
06/01/2023,V-Rohto,Rohto,Cool place,4831,17.48,1,0,chai
06/01/2023,Vitamin C 500mg,DHG Pharma,Room temperature,6256,17.52,1,0,hộp
06/01/2023,Vitamin D3 1000 IU,Nature Made,Room temperature,3304,18.82,1,0,lọ
06/01/2023,Xịt mũi Nazal,Nam Ha Pharma,Cool place,5321,17.56,1,0,chai
07/01/2023,Acetylcysteine syrup,DHG Pharma,Cool place,2165,17.32,1,0,chai
07/01/2023,Amoxicillin-Clavulanate,Glomed,Room temperature,1570,17.82,1,1,hộp
07/01/2023,Coldrex,GSK,Room temperature,5403,17.19,1,0,hộp
07/01/2023,Ibuprofen 200mg,Traphaco,Room temperature,4550,18.58,1,0,hộp
07/01/2023,Loratadine 10mg,Sanofi,Room temperature,2504,17.42,1,0,hộp
07/01/2023,Omeprazole 20mg,STADA,Room temperature,2732,18.33,1,0,hộp
07/01/2023,Paracetamol 500mg,DHG Pharma,Room temperature,5695,17.89,1,1,hộp
07/01/2023,Salbutamol inhaler,GSK,Cool place,2338,17.38,1,1,chai
07/01/2023,Salonpas,Hisamitsu,Dry place,6193,17.36,1,0,gói
07/01/2023,Smecta,Ipsen,Dry place,3623,18.18,1,0,gói
07/01/2023,Thuốc ho Prospan,Engelhard,Cool place,4053,18.63,1,0,chai
07/01/2023,V-Rohto,Rohto,Cool place,4854,17.74,1,0,chai
07/01/2023,Vitamin C 500mg,DHG Pharma,Room temperature,6229,17.26,1,0,hộp
07/01/2023,Vitamin D3 1000 IU,Nature Made,Room temperature,3251,18.74,1,1,lọ
07/01/2023,Xịt mũi Nazal,Nam Ha Pharma,Cool place,5313,17.78,1,0,chai
08/01/2023,Acetylcysteine syrup,DHG Pharma,Cool place,2162,17.45,1,0,chai
08/01/2023,Amoxicillin-Clavulanate,Glomed,Room temperature,1576,17.80,1,1,hộp
08/01/2023,Coldrex,GSK,Room temperature,5398,17.13,1,1,hộp
08/01/2023,Ibuprofen 200mg,Traphaco,Room temperature,4543,18.80,1,1,hộp
08/01/2023,Loratadine 10mg,Sanofi,Room temperature,2505,17.54,1,0,hộp
08/01/2023,Omeprazole 20mg,STADA,Room temperature,2753,18.17,1,0,hộp
